INDEX,city,year,weekofyear,week_start_date,total_cases,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
450,sj,1998,51,12/17/1998,89,-0.08216667,-0.091675,0.2399,0.1700571,16.76,299.0428571,299.1,295.0328571,300.9,297.6,10.2,78.66857143,16.76,16.40857143,1.971428571,26.07142857,5.542857143,31.1,22.8,18.9
451,sj,1998,52,12/24/1998,68,0.06056667,-0.13095,0.15715,0.0981875,0,299.2828571,299.4357143,295.2157143,301.4,298,12.8,78.41857143,0,16.56428571,2.128571429,25.92857143,6.042857143,30,22.2,29.7
452,sj,1999,53,1/1/1999,59,,,,,0,,,,,,,,0,,,,,,,
453,sj,1999,1,1/8/1999,56,,-0.0876,0.1887,0.1634167,45.39,298.7,298.8142857,295.0971429,300.7,297.3,17.72,80.59714286,45.39,16.45285714,2.428571429,25.57142857,5.471428571,28.9,22.2,16.2
454,sj,1999,2,1/15/1999,77,-0.1399,-0.03763333,0.1813833,0.1448429,0,298.4828571,298.55,294.12,300.1,297.4,12.6,76.95428571,0,15.49285714,1.671428571,25.07142857,5.728571429,28.3,20,20.6
455,sj,1999,3,1/22/1999,75,-0.0698,-0.03795,0.1808,0.1158429,47.16,297.8614286,297.9714286,294.4085714,300,296.1,20.62,81.31,47.16,15.76857143,2.2,24.98571429,6.885714286,30,21.1,27.2
456,sj,1999,4,1/29/1999,47,0.0535,-0.10875,0.1818429,0.1406143,0,297.4428571,297.5714286,293.7014286,299.1,295.8,40.75,79.67142857,0,15.07285714,1.771428571,24.88571429,6.414285714,28.3,21.1,8.6
457,sj,1999,5,2/5/1999,50,,0.05145,0.2175,0.1739286,0,296.7728571,296.7571429,290.9557143,299.3,294.5,14.9,70.19857143,0,12.74142857,2,24.17142857,5.642857143,27.8,19.4,18
458,sj,1999,6,2/12/1999,42,0.0669,,0.2283286,0.2092,0,296.6685714,296.7857143,290.5528571,298.9,295.3,4.7,68.64142857,0,12.36571429,1.914285714,23.4,7.385714286,27.8,17.8,2.9
459,sj,1999,7,2/19/1999,28,0.0263,0.0364,0.1718571,0.1876,18.66,297.2185714,297.4428571,292.73,299.4,295.5,18.64,76.24571429,18.66,14.22571429,2.571428571,24.32857143,7.514285714,29.4,19.4,24.8
460,sj,1999,8,2/26/1999,37,0.12905,0.086,0.1234714,0.1325,23.9,295.9385714,296.1142857,290.6342857,299.7,293.7,8.7,72.25142857,23.9,12.49285714,2.714285714,24.04285714,6.9,28.9,18.9,0
461,sj,1999,9,3/5/1999,37,-0.0509,0.03793333,0.1977167,0.1614667,0,297.5428571,297.6785714,293.3114286,299.7,295.3,8.3,77.42714286,0,14.73,2.785714286,25,7.428571429,29.4,20.6,40.1
462,sj,1999,10,3/12/1999,27,-0.071225,0.043425,0.1611167,0.2284286,0,297.8828571,298.0714286,292.4214286,299.7,296,0.4,71.69142857,0,13.93571429,2.485714286,24.95714286,7.514285714,29.4,20.6,0
463,sj,1999,11,3/19/1999,12,-0.10475,0.0402,0.2573714,0.2754429,5.5,297.5428571,297.8,292.7642857,300,295.8,5.5,74.80428571,5.5,14.24428571,3,24.88571429,7.342857143,31.1,20.6,8.4
464,sj,1999,12,3/26/1999,15,0.135,0.03233333,0.1988,0.1830571,5.24,298.2228571,298.45,293.23,300.5,296.3,3.1,73.94,5.24,14.67142857,2.842857143,25.67142857,7.671428571,30.6,21.1,0
465,sj,1999,13,4/2/1999,22,0.0541,-0.0981,0.1572667,0.1370571,15.91,298.3085714,298.4142857,294.3771429,300.4,296.1,8.9,78.91,15.91,15.73285714,2.314285714,25.74285714,6.9,30.6,21.7,7.9
466,sj,1999,14,4/9/1999,8,,0.00075,0.2009429,0.2108429,18.76,297.9757143,298.0928571,293.2728571,300.1,295.7,16.2,75.38857143,18.76,14.74571429,2.585714286,25.61428571,6.028571429,29.4,21.1,30.8
467,sj,1999,15,4/16/1999,15,0.0341,0.0351,0.1027857,0.09751429,75.59,297.4814286,297.6428571,292.4057143,301,295.2,12.76,73.64142857,75.59,13.97428571,3.6,25.38571429,6.671428571,30,21.1,19.8
468,sj,1999,16,4/23/1999,17,0.0869,0.03965,0.1907857,0.1153857,0,299.2542857,299.4571429,294.5242857,301.4,296.7,2,75.39,0,15.86857143,3.2,26.91428571,7.485714286,32.2,22.8,9.2
469,sj,1999,17,4/30/1999,10,0.07295,0.02765,0.1945833,0.1375,10.2,299.0357143,299.15,294.2014286,301,297.2,5.35,74.79857143,10.2,15.56142857,2.728571429,26.68571429,7.385714286,31.7,22.2,4.1
470,sj,1999,18,5/7/1999,9,0.064,0.04806667,0.1721429,0.1899429,88.2,299.4314286,299.5,295.4157143,301.8,298,13.3,78.68285714,88.2,16.79571429,2.085714286,28.22857143,9.214285714,33.9,22.2,0.5
471,sj,1999,19,5/14/1999,11,,0.0578,0.0804,0.08112,46.5,299.0985714,299.1214286,294.5728571,301,297.2,14.28,76.30857143,46.5,15.96714286,2.585714286,26.95714286,7.628571429,32.8,21.7,73.1
472,sj,1999,20,5/21/1999,20,,0.09066667,0.1944714,0.1691571,33.82,299.7757143,299.9357143,295.2685714,302.6,297,22.1,76.59857143,33.82,16.65142857,3.185714286,27.82857143,7.328571429,33.3,23.3,14.3
473,sj,1999,21,5/28/1999,13,,0.0738,0.1826429,0.1713286,15.26,300.0528571,300.1642857,296.2142857,302.4,298.6,18.64,79.71714286,15.26,17.63857143,2.214285714,28.38571429,6.742857143,33.3,24.4,8.2
474,sj,1999,22,6/4/1999,11,0.04023333,-0.0127,0.1208833,0.09056667,2.16,300.5871429,300.6714286,296.2357143,302.7,298.4,6.6,77.37142857,2.16,17.64428571,3.257142857,28.41428571,6.571428571,33.3,23.9,5.9
475,sj,1999,23,6/11/1999,16,0.0499,0.0499,0.07223333,0.08013333,100.35,300.0257143,299.9785714,296.43,302,298.3,24.8,80.75428571,100.35,17.85428571,2.5,27.91428571,7.557142857,33.9,22.8,56.8
476,sj,1999,24,6/18/1999,11,,0.06756667,0.1184833,0.09545,115.14,300.3514286,300.3785714,296.54,302.3,298.7,30.1,79.75,115.14,17.98285714,2.385714286,27.7,6.842857143,31.7,23.9,17.6
477,sj,1999,25,6/25/1999,7,,0.01375,0.0755,0.13685,96.93,299.3671429,299.3142857,296.4157143,301.6,297.9,81.61,83.96142857,96.93,17.84428571,1.942857143,27.21428571,5.885714286,31.1,22.8,60.6
478,sj,1999,26,7/2/1999,17,,0.063,0.1645714,0.1307143,17.32,300.1485714,300.2571429,296.6228571,302.4,298.3,25.74,81.25,17.32,18.05142857,2.342857143,28.44285714,5.328571429,31.7,25,5.4
479,sj,1999,27,7/9/1999,14,0.09746667,0.08616667,0.1838571,0.1788857,73.3,299.5042857,299.5357143,295.92,301.4,297.8,55.1,80.79857143,73.3,17.29571429,2.357142857,27.4,5.728571429,31.1,22.8,36.6
480,sj,1999,28,7/16/1999,13,0.0545,0.067425,0.1345667,0.09766,29.53,299.79,299.8357143,296.3942857,302.4,297.5,58.2,81.84714286,29.53,17.80428571,2.5,27.27142857,6.671428571,32.8,23.3,17.5
481,sj,1999,29,7/23/1999,15,0.1169,0.0494,0.2071143,0.1935286,96.36,299.85,299.8571429,296.8614286,301.9,298.5,66.52,83.91857143,96.36,18.32285714,2,26.7,5.471428571,31.1,21.7,56.2
482,sj,1999,30,7/30/1999,30,0.0101,0.089,0.2987143,0.1783571,8.53,300.0642857,300.15,296.4742857,302.6,298,32.44,80.96857143,8.53,17.90285714,2.471428571,28.1,6.528571429,32.8,23.9,19.9
483,sj,1999,31,8/6/1999,25,-0.07305,0.020225,0.1632429,0.1692429,22.01,300.4985714,300.4857143,297.0471429,302.8,298.8,29.35,81.67285714,22.01,18.55714286,2.428571429,28.37142857,6.271428571,32.8,22.8,18.8
484,sj,1999,32,8/13/1999,40,,0.11395,0.2125714,0.1689143,44.23,299.97,300.0071429,296.7428571,302.6,298.4,61.7,82.64571429,44.23,18.21285714,1.842857143,28.08571429,6.357142857,31.7,23.9,26.7
485,sj,1999,33,8/20/1999,44,0.01015,0.0687,0.1973,0.1710857,31.78,300.3271429,300.2857143,296.8571429,302.4,298.9,46.2,81.38714286,31.78,18.33285714,2.028571429,28.37142857,6.357142857,31.7,25,10
486,sj,1999,34,8/27/1999,25,-0.01465,0.03655,0.1689,0.1532571,133.65,300.2271429,300.2857143,296.86,302.8,298.7,61.8,81.99857143,133.65,18.36,2.142857143,27.85714286,6.842857143,33.9,23.9,78.5
487,sj,1999,35,9/3/1999,21,,-0.0331,0.2106571,0.1876,30.98,300.4585714,300.4357143,296.8957143,302.7,299.1,25.74,81.00285714,30.98,18.41,1.985714286,28.18571429,7.028571429,32.8,23.9,69.7
488,sj,1999,36,9/10/1999,48,0.087,0.06035,0.0897,0.0988,66.06,300.5842857,300.6214286,296.8014286,302.8,298.8,40.7,79.96571429,66.06,18.31,2.214285714,28.3,6.042857143,31.7,25,32.5
489,sj,1999,37,9/17/1999,56,-0.0121,0.067475,0.1585833,0.1250857,121.24,300.9614286,301.0214286,297.0842857,303.2,299.5,34.13,79.69714286,121.24,18.71,2.157142857,28.41428571,6.842857143,33.9,24.4,35.1
490,sj,1999,38,9/24/1999,60,0.08305,0.06535,0.1360286,0.1046286,44.44,300.5728571,300.6214286,296.7014286,302.8,298.3,30.4,79.39,44.44,18.21428571,2.7,28.45714286,6.6,32.2,24.4,31.3
491,sj,1999,39,10/1/1999,45,0.05016667,0.03946667,0.1699833,0.1612833,62.41,300.6442857,300.6357143,296.8242857,303.5,298.9,64.72,79.83714286,62.41,18.34571429,2.214285714,28.71428571,7.957142857,34.4,23.9,38.9
492,sj,1999,40,10/8/1999,55,0.1322,0.01383333,0.2102286,0.1405857,52.34,300.4971429,300.6,296.6571429,302.5,298.5,22.37,79.67428571,52.34,18.12,1.942857143,28,6.985714286,32.8,23.3,16.2
493,sj,1999,41,10/15/1999,32,-0.0864,0.12685,0.09071667,0.05796667,45.32,299.8271429,299.8357143,295.8714286,301.7,298.5,41.31,79.16,45.32,17.30428571,1.957142857,27.17142857,6.442857143,31.1,23.3,27.8
494,sj,1999,42,10/22/1999,46,,-0.0368,0.036,0.037475,171.59,300.0257143,300.0142857,296.82,301.6,298.7,40.8,82.65714286,171.59,18.31571429,1.857142857,26.75714286,5.042857143,31.1,23.9,71.5
495,sj,1999,43,10/29/1999,61,,0.009325,0.1754833,0.07245714,67.94,299.8042857,300.0357143,297.13,301.9,298.7,138.1,85.37714286,67.94,18.74285714,2.185714286,27.67142857,6.3,32.2,23.3,58.4
496,sj,1999,44,11/5/1999,42,0.06275,0.1034,0.1734571,0.1658833,4.84,299.96,299.9428571,296.5314286,302,298,24.52,81.62857143,4.84,18.01428571,1.885714286,27.44285714,6.542857143,32.2,23.9,40.9
497,sj,1999,45,11/12/1999,37,0.1235,0.095575,0.08925,0.08956667,20.03,299.3042857,299.3785714,295.8714286,301,298,53.27,81.48857143,20.03,17.29857143,2.042857143,26.88571429,5.857142857,30.6,23.9,37.1
498,sj,1999,46,11/19/1999,43,-0.0454,0.0747,0.05148,0.03943333,83.66,298.9685714,299.0785714,296.33,301.3,298,104.51,85.40428571,83.66,17.81714286,1.814285714,26.71428571,5.8,30.6,22.8,62.1
499,sj,1999,47,11/26/1999,34,0.0005,0.0712,0.1077,0.08874,224.9,298.7328571,298.8785714,296.2857143,300.8,297.1,140.2,86.40571429,224.9,17.87,1.9,26.6,4.528571429,31.7,23.3,88.9
500,sj,1999,48,12/3/1999,40,0.1536,0.104775,0.1132333,0.09898571,2.11,298.7828571,299.0571429,294.7757143,301,296.8,8.7,78.68285714,2.11,16.20714286,3.257142857,26.1,7.471428571,30.6,21.1,13.2
501,sj,1999,49,12/10/1999,25,,0.0881,0.2564667,0.2146,63.47,297.3328571,297.3,293.9742857,298.9,296.2,107.84,81.86428571,63.47,15.41571429,1.4,24.92857143,4.614285714,28.9,21.7,126
502,sj,1999,50,12/17/1999,16,0.10558,0.078075,0.1300286,0.07642857,0,297.4,297.3928571,292.1614286,298.7,296.3,8.78,72.65285714,0,13.73,1.814285714,24.94285714,4.828571429,28.3,20.6,7.6
503,sj,1999,51,12/24/1999,17,0.1088,0.12705,0.1088714,0.09908571,0,297.3828571,297.5142857,292.9642857,299.4,296.1,14.5,76.49714286,0,14.43714286,1.8,24.84285714,4.9,27.8,21.7,10.9
504,sj,2000,52,1/1/2000,17,-0.1336,-0.061225,0.1682,0.08631111,40.35,298.3671429,298.3071429,293.8871429,300.3,296.4,12.34,76.31714286,40.35,15.25714286,2.642857143,25.47142857,6.557142857,29.4,21.1,7.9
505,sj,2000,1,1/8/2000,16,0.20635,0.1613,0.1398833,0.09583333,81.73,298.1485714,298.1642857,294.3557143,299.9,296.5,32.3,79.60714286,81.73,15.72285714,1.9,25.12857143,5.314285714,29.4,21.7,28.6
506,sj,2000,2,1/15/2000,23,0.337,0.30785,0.2466857,0.1686286,45.19,297.4414286,297.5857143,293.1914286,299.1,296.1,47.1,77.34285714,45.19,14.61285714,2.057142857,25.11428571,5.157142857,28.3,21.7,12
507,sj,2000,3,1/22/2000,18,0.353,0.3073,0.3262714,0.2914286,0,296.5885714,296.4785714,290.8528571,299,293.2,14.7,70.45714286,0,12.61,1.842857143,23.61428571,4.828571429,27.2,20,17.7
508,sj,2000,4,1/29/2000,18,0.3419,0.228,0.32975,0.38142,0,296.1842857,296.3642857,289.8271429,299,292.6,0.7,67.76571429,0,11.96428571,3.1,22.84285714,6.842857143,28.3,17.8,2
509,sj,2000,5,2/5/2000,9,0.29455,0.2239,0.2389333,0.1607,0,297.6714286,297.8642857,292.7342857,299.8,295.8,2.02,74.06285714,0,14.21285714,2.242857143,25.17142857,7.442857143,30,20.6,14.1
510,sj,2000,6,2/12/2000,7,,0.1061,0.2147429,0.1499286,24.19,297.6757143,297.9,293.27,299.9,296.3,2.6,76.50285714,24.19,14.65285714,2.114285714,24.92857143,7.128571429,30,20.6,3
511,sj,2000,7,2/19/2000,7,0.1931667,0.17314,0.1632714,0.08688571,0,297.7457143,297.9785714,293.25,299.9,296.3,3.1,76.11714286,0,14.61857143,2.357142857,25.2,7.285714286,30,21.1,3.8
512,sj,2000,8,2/26/2000,4,,0.2075,0.1507571,0.1469167,7.67,297.0885714,297.2214286,292.1742857,298.9,295.3,13.41,74.06428571,7.67,13.67,1.985714286,24.77142857,6.628571429,28.3,20.6,3.8
513,sj,2000,9,3/4/2000,3,0.17025,0.1962,0.2178,0.1580429,98.45,296.5528571,296.6785714,291.9528571,298.9,294.5,14.91,75.72142857,98.45,13.58714286,2.471428571,24.52857143,6.814285714,29.4,20,15
514,sj,2000,10,3/11/2000,2,0.3779,0.22,0.16348,0.1562286,11.48,296.2028571,296.3571429,289.6428571,299.1,294.4,1.1,66.73571429,11.48,11.71571429,3.028571429,24,8.028571429,29.4,19.4,0
515,sj,2000,11,3/18/2000,8,0.2311,0.230875,0.1591,0.0873,25.96,296.3157143,296.45,290.9985714,298.4,294,3.29,72.14285714,25.96,12.73857143,2.357142857,25.07142857,5.557142857,28.9,21.1,0.8
516,sj,2000,12,3/25/2000,3,0.2204,0.1969,0.2298571,0.1853,0,296.7442857,296.9071429,291.2257143,298.8,294.6,6.8,71.39,0,12.93,2.328571429,24.8,7.385714286,29.4,19.4,3.5
517,sj,2000,13,4/1/2000,1,,0.1460667,0.25795,0.2118429,2.09,296.3528571,296.6071429,290.81,299.3,293.6,5.14,71.35142857,2.09,12.63714286,4.071428571,24.4,7.142857143,28.9,20,3.1
518,sj,2000,14,4/8/2000,1,0.2050333,0.04636667,0.1806286,0.2042857,7.23,297.8171429,297.9642857,293.6328571,300.1,296,17.9,77.78571429,7.23,15.05857143,2.557142857,25.58571429,7.057142857,30.6,21.7,13.3
519,sj,2000,15,4/15/2000,2,0.07435,0.102575,0.1650857,0.1372286,0,297.7528571,297.8714286,293.1871429,299.9,293.9,5.3,75.84285714,0,14.65,3.542857143,25.97142857,7.3,30.6,20.6,6.3
520,sj,2000,16,4/22/2000,3,-0.287,0.0767,0.08985,0.07655714,0,297.6228571,297.7857143,292.83,299.8,296.1,14.9,74.75428571,0,14.27142857,2.228571429,25.8,6.714285714,29.4,20.6,18.6
521,sj,2000,17,4/29/2000,3,0.1544,0.13275,0.2154143,0.1837429,82.06,298.3428571,298.5857143,294.2542857,300.6,296.3,5,78.24428571,82.06,15.62285714,3.2,26.92857143,8.414285714,32.2,22.2,1.3
522,sj,2000,18,5/6/2000,2,0.1302,0.1127,0.1250143,0.1334571,6.13,298.6485714,298.7214286,294.1385714,300.4,297,3.4,76.21428571,6.13,15.48,2.442857143,27.14285714,7.8,32.2,21.7,3.6
523,sj,2000,19,5/13/2000,0,,0.09815,0.1490857,0.1343857,21.53,298.32,298.4428571,294.2642857,300.4,296.6,16.35,78.33714286,21.53,15.63857143,2.771428571,26.64285714,6.914285714,30.6,22.2,7.7
524,sj,2000,20,5/20/2000,0,0.0865,0.08775,0.1752833,0.1601286,68.14,298.7714286,298.9642857,294.5542857,301,297,10.06,77.71285714,68.14,15.91857143,2.642857143,26.6,7.128571429,32.2,21.1,83.3
525,sj,2000,21,5/27/2000,2,0.1882,0.1144,0.1839857,0.1126714,39.45,298.7785714,299.1428571,294.8657143,301.2,297,13.8,79.19714286,39.45,16.23714286,2.914285714,26.81428571,6.014285714,31.1,22.8,0.3
526,sj,2000,22,6/3/2000,2,0.0849,0.11876,0.20226,0.1301571,48.51,299.28,299.4,295.2271429,301.7,297.3,17.1,78.53714286,48.51,16.58714286,2.428571429,27.55714286,6.842857143,32.2,23.3,25.6
527,sj,2000,23,6/10/2000,0,0.1459,0.138175,0.1687286,0.1188429,46.02,299.6242857,299.7571429,295.6671429,301.7,297.7,10.95,79.05142857,46.02,17.03428571,2.457142857,27.85714286,6.442857143,31.7,23.3,4.8
528,sj,2000,24,6/17/2000,6,0.1097,0.0902,0.2046833,0.1521833,46.38,299.7857143,299.8642857,295.1357143,301.9,297.9,21.3,75.74857143,46.38,16.45428571,2.357142857,27.98571429,6.442857143,32.8,23.3,26.2
529,sj,2000,25,6/24/2000,3,0.1431,0.1623333,0.2898,0.2421286,45.96,299.5028571,299.5785714,295.94,301.7,297.5,30.64,80.84571429,45.96,17.28857143,2.328571429,27.42857143,5.842857143,31.1,23.9,15.6
530,sj,2000,26,7/1/2000,6,0.11045,0.1341,0.1740429,0.1527333,33.94,299.6071429,299.6357143,295.3671429,301.4,297.7,19.02,77.61714286,33.94,16.70571429,2.157142857,27.77142857,6.614285714,31.7,23.3,31.5
531,sj,2000,27,7/8/2000,2,0.0812,0.07275,0.1071,0.06248333,7.95,300.1185714,300.2142857,295.8714286,301.8,298.6,12.7,77.68142857,7.95,17.23857143,2.285714286,27.97142857,5.557142857,31.1,24.4,27.1
532,sj,2000,28,7/15/2000,3,0.17185,0.17685,0.2847857,0.2321714,5.81,300.0257143,300.1857143,295.8757143,301.9,298.4,16.7,78.12571429,5.81,17.24571429,2.285714286,28.27142857,6.342857143,32.2,24.4,3.5
533,sj,2000,29,7/22/2000,2,0.22305,0.18965,0.2902,0.2455143,9.53,300.1642857,300.3357143,296.0785714,302.6,297.9,23.18,78.60428571,9.53,17.46285714,2.9,28.52857143,6.514285714,32.8,23.3,22.7
534,sj,2000,30,7/29/2000,4,0.1667,0.3276,0.2619143,0.2189714,0,299.9085714,300.1071429,295.9614286,301.9,298.2,19.7,79.00857143,0,17.33285714,2.357142857,28.32857143,6.5,32.8,23.9,7.9
535,sj,2000,31,8/5/2000,5,0.13025,0.1474,0.12684,0.1106,32.67,300.0342857,300.1214286,296.4114286,302.1,298,33.7,80.75142857,32.67,17.84571429,2.328571429,28.21428571,6.557142857,33.3,22.8,32.7
536,sj,2000,32,8/12/2000,2,0.14415,0.1204667,0.2751571,0.2257571,60.71,299.9242857,299.9714286,296.5642857,302,298.1,60.66,82.02142857,60.71,18.00428571,2.514285714,28.27142857,6.828571429,32.8,22.8,37.2
537,sj,2000,33,8/19/2000,9,0.17645,0.1304,0.2522,0.2054571,8.62,300.5285714,300.5571429,296.6357143,302.8,298.6,27.72,79.50714286,8.62,18.06714286,2.2,28.61428571,6.442857143,32.8,23.9,26.9
538,sj,2000,34,8/26/2000,2,0.2156667,0.1542333,0.1988667,0.1828714,27.4,300.4685714,300.7,296.5985714,303.2,298.5,29.66,79.55857143,27.4,18.03857143,2.828571429,28.72857143,6.6,32.8,23.9,13.7
539,sj,2000,35,9/2/2000,4,,0.2435,0.2776,0.1937857,164.26,299.96,300.0928571,296.7357143,302.3,298.4,87.78,82.67571429,164.26,18.23142857,2.3,27.18571429,6.442857143,31.1,21.7,156.6
540,sj,2000,36,9/9/2000,8,0.1591,0.0836,0.2533667,0.21125,26.9,300.5171429,300.5428571,296.8914286,302.8,298,22,80.67857143,26.9,18.40428571,2.714285714,27.98571429,6.271428571,31.7,23.9,16.8
541,sj,2000,37,9/16/2000,6,0.0577,0.1507,0.2971857,0.2543429,30.52,300.7942857,300.8857143,296.8114286,302.7,299.1,18.79,78.94857143,30.52,18.31428571,2.285714286,28.18571429,6.985714286,33.3,22.8,9.3
542,sj,2000,38,9/23/2000,3,0.1961,0.1446667,0.17028,0.20995,50.88,300.5771429,300.7785714,296.6842857,303.1,297.8,56.4,79.58428571,50.88,18.16285714,2.471428571,27.75714286,6.7,31.7,23.9,18.5
543,sj,2000,39,9/30/2000,11,,0.1337,0.10358,0.1369667,42.65,299.88,299.9214286,296.5971429,301.5,298.8,42.8,82.28285714,42.65,18.08571429,1.728571429,27.52857143,6.042857143,31.1,23.9,30.6
544,sj,2000,40,10/7/2000,14,0.253975,0.16295,0.3692714,0.2687429,126.67,300.2028571,300.2714286,296.9742857,302.1,298.8,35.3,82.58571429,126.67,18.49142857,2.371428571,27.77142857,5.885714286,32.8,23.9,16.1
545,sj,2000,41,10/14/2000,15,0.38,0.26065,0.3931286,0.27105,8.57,300.2714286,300.2357143,295.7371429,302.7,298.1,15.4,76.37142857,8.57,17.13142857,3.414285714,27.8,7.385714286,32.8,23.3,20.1
546,sj,2000,42,10/21/2000,20,0.10035,0.0895,0.2096857,0.08204286,37.34,300.4185714,300.4214286,296.2671429,302.6,298.3,11.22,78.18142857,37.34,17.70428571,3.785714286,28.05714286,7.185714286,33.3,23.9,21.8
547,sj,2000,43,10/28/2000,9,0.1535,0.2298,0.14888,0.091525,62.57,300.0185714,299.9714286,295.7257143,302.6,298,15.3,77.44285714,62.57,17.11714286,3.457142857,27.14285714,6.528571429,31.1,23.3,24.1
548,sj,2000,44,11/4/2000,20,0.19015,0.168,0.1864333,0.1104333,80.61,300.2614286,300.2357143,296.5,302.4,298.4,20.3,80.00714286,80.61,17.99428571,2.9,27.54285714,6.371428571,32.2,23.3,18.8
549,sj,2000,45,11/11/2000,28,0.1105667,0.0267,0.1561,0.04188571,77.9,299.0614286,299.0857143,293.6385714,301.9,295.9,28.8,72.68428571,77.9,15.25857143,3.628571429,25.87142857,6.414285714,30.6,21.7,44.9
550,sj,2000,46,11/18/2000,38,0.0979,0.012,0.1572,0.06461429,6.3,299.1871429,299.2071429,293.4485714,301.7,295.9,2.1,70.97714286,6.3,14.99142857,4.1,26.32857143,5.542857143,30,22.2,1.3
551,sj,2000,47,11/25/2000,30,,0.0323,0.2099,0.09903333,0,299.92,299.8571429,294.66,301.6,297.5,7.18,72.92571429,0,16.03714286,2.714285714,26.87142857,6.785714286,30.6,22.8,14.7
552,sj,2000,48,12/2/2000,30,0.12015,0.13648,0.1959,0.1356667,11.07,299.6185714,299.6357143,295.3885714,301.2,298,24.8,77.64857143,11.07,16.75428571,2.357142857,26.3,6,29.4,22.8,30
553,sj,2000,49,12/9/2000,23,0.11875,0.0806,0.1176333,0.04611667,19.69,299.7028571,299.7285714,295.4028571,301.5,297.9,6.8,77.35714286,19.69,16.77142857,2.057142857,26.81428571,6.371428571,31.1,22.8,6.4
554,sj,2000,50,12/16/2000,16,0.0044,0.08713333,0.1021,-0.02248571,0,299.27,299.3785714,293.8814286,301.3,297.5,3.99,72.26142857,0,15.25285714,2.528571429,25.91428571,7.214285714,31.1,21.7,7.1
555,sj,2000,51,12/23/2000,22,0.0632,0.04675,0.0446,-0.06345714,0,298.5814286,298.5857143,294.1328571,300.4,296.7,37.39,76.52571429,0,15.46285714,1.714285714,25.38571429,5.542857143,28.9,21.7,63.2
556,sj,2001,1,1/1/2001,28,0.004833333,0.006633333,0.2108143,0.2024143,0,298.4771429,298.4428571,294.0342857,301.2,295.6,1.3,76.50571429,0,15.44428571,3.285714286,25.12857143,7.685714286,30,20.6,1.9
557,sj,2001,2,1/8/2001,14,0.09436667,0.0958,0.2041,0.1646833,49.81,298.6185714,298.7857143,293.6871429,300.9,296.3,1,74.33571429,49.81,15.07857143,3.314285714,25.31428571,7.585714286,30.6,21.1,15.2
558,sj,2001,3,1/15/2001,17,,0.02165,0.18585,0.1796857,0,297.8285714,297.9928571,292.4057143,300.7,295.5,1.1,71.94142857,0,13.92142857,3.414285714,25.07142857,8.157142857,30.6,19.4,4.8
559,sj,2001,4,1/22/2001,20,0.0411,0.0514,0.2184714,0.2287714,0,298.0171429,298.2,293.3585714,299.9,296.6,10.24,75.38,0,14.73285714,2.142857143,24.95714286,6.871428571,29.4,20.6,31.5
560,sj,2001,5,1/29/2001,17,0.00915,0.041225,0.2434714,0.2032571,23.78,297.9728571,298.1571429,294.0528571,300.7,295.5,32.36,79.03142857,23.78,15.37857143,2.742857143,25.24285714,6.814285714,30.6,21.1,21.6
561,sj,2001,6,2/5/2001,10,,-0.0056,0.1645,0.1619714,10.73,297.8771429,297.9857143,292.9814286,299.7,296.1,11.2,74.34428571,10.73,14.40857143,2.114285714,25,6.828571429,29.4,21.1,8.5
562,sj,2001,7,2/12/2001,13,-0.04485,0.0056,0.1603,0.1674286,0,297.9342857,298.1571429,293.3771429,299.9,296.3,22.28,75.85142857,0,14.75428571,2.342857143,25.34285714,6.885714286,29.4,21.1,4.8
563,sj,2001,8,2/19/2001,20,0.2170333,0.1452333,0.2280714,0.2104571,0,297.8171429,298.0428571,292.6685714,299.7,296.7,3.02,73.07285714,0,14.09857143,2.142857143,24.75714286,7,28.9,19.4,17.6
564,sj,2001,9,2/26/2001,9,0.4462667,0.3123,0.3375,0.2732833,0,297.1528571,297.2357143,292.8157143,299,295.5,25.89,76.90714286,0,14.26571429,2.014285714,24.81428571,5.242857143,28.3,21.7,53.1
565,sj,2001,10,3/5/2001,18,0.2485,0.25445,0.2764286,0.2567143,6.84,297.1342857,297.3571429,292.0557143,300.7,294.4,0.5,73.38714286,6.84,13.67142857,3.142857143,24.7,7.457142857,31.7,19.4,0
566,sj,2001,11,3/12/2001,9,0.4229,0.4229,0.1950143,0.1967143,0,298.5585714,298.8857143,294.0271429,301.3,295.9,10.5,76.24714286,0,15.38714286,3.628571429,26.7,6.914285714,31.7,22.2,0.5
567,sj,2001,12,3/19/2001,8,0.1274333,0.059925,0.1592286,0.1408857,0,298.3728571,298.5928571,293.0457143,300.3,296.8,1.69,72.44285714,0,14.48285714,2.442857143,26.32857143,7.528571429,30.6,21.7,12.7
568,sj,2001,13,3/26/2001,19,,0.2705,0.2435714,0.2178143,6.11,297.6928571,297.8785714,294.1671429,300.5,295.8,21.55,80.83571429,6.11,15.55571429,2.1,26.04285714,6.514285714,32.2,21.7,26.7
